nome,bruto,processado
clone,"
Clone







Source: Player's Handbook
8th-level necromancy
Casting Time: 1 hour
Range: Touch
Components: V, S, M (a diamond worth at least 1000 gp and at least 1 cubic inch of flesh of the creature that is to be cloned, which the spell consumes. A vessel worth at least 2000 gp that has a sealable lid and is large enough to hold the creature being cloned, such as a huge urn, coffin, mud-filled cyst in the ground, or crystal container filled with salt water)
Duration: Instantaneous
This spell grows an inert duplicate of a living creature as a safeguard against death. This clone forms inside the vessel used in the spell's casting and grows to full size and maturity after 120 days; you can also choose to have the clone be a younger version of the same creature. It remains inert and endures indefinitely, as long as its vessel remains undisturbed.
At any time after the clone matures, if the original creature dies, its soul transfers to the clone, provided that the soul is free and willing to return. The clone is physically identical to the original and has the same personality, memories, and abilities, but none of the original’s equipment. The original creature’s physical remains, if they still exist, become inert and can’t thereafter be restored to life, since the creature’s soul is elsewhere.
Spell Lists. Wizard












","['clone', 'source', 'players', 'handbook', '8thlevel', 'necromancy', 'casting', 'time', '1', 'hour', 'range', 'touch', 'components', 'v', 'diamond', 'worth', 'least', '1000', 'gp', 'least', '1', 'cubic', 'inch', 'flesh', 'creature', 'cloned', 'spell', 'consumes', 'vessel', 'worth', 'least', '2000', 'gp', 'sealable', 'lid', 'large', 'enough', 'hold', 'creature', 'cloned', 'huge', 'urn', 'coffin', 'mudfilled', 'cyst', 'ground', 'crystal', 'container', 'filled', 'salt', 'water', 'duration', 'instantaneous', 'spell', 'grows', 'inert', 'duplicate', 'living', 'creature', 'safeguard', 'death', 'clone', 'forms', 'inside', 'vessel', 'used', 'spells', 'casting', 'grows', 'full', 'size', 'maturity', '120', 'days', 'also', 'choose', 'clone', 'younger', 'version', 'creature', 'remains', 'inert', 'endures', 'indefinitely', 'long', 'vessel', 'remains', 'undisturbed', 'time', 'clone', 'matures', 'original', 'creature', 'dies', 'soul', 'transfers', 'clone', 'provided', 'soul', 'free', 'willing', 'return', 'clone', 'physically', 'identical', 'original', 'personality', 'memories', 'abilities', 'none', 'original’s', 'equipment', 'original', 'creature’s', 'physical', 'remains', 'still', 'exist', 'become', 'inert', 'can’t', 'thereafter', 'restored', 'life', 'since', 'creature’s', 'soul', 'elsewhere', 'spell', 'lists', 'wizard']"
control-weather,"
Control Weather







Source: Player's Handbook
8th-level transmutation
Casting Time: 10 minutes
Range: Self (5-mile radius)
Components: V, S, M (burning incense and bits of earth and wood mixed in water)
Duration: Concentration, Up to 8 hours
You take control of the weather within 5 miles of you for the duration. You must be outdoors to cast this spell. Moving to a place where you don’t have a clear path to the sky ends the spell early.
When you cast the spell, you change the current weather conditions, which are determined by the DM based on the climate and season. You can change precipitation, temperature, and wind. It takes 1d4 x 10 minutes for the new conditions to take effect. Once they do so, you can change the conditions again. When the spell ends, the weather gradually returns to normal.
When you change the weather conditions, find a current condition on the following tables and change its stage by one, up or down. When changing the wind, you can change its direction.


Precipitation


Stage 1
Clear


Stage 2
Light clouds


Stage 3
Overcast or ground fog


Stage 4
Rain, hail or snow


Stage 5
Torrential rain, driving hail or blizzard




Temperature


Stage 1
Unbearable heat


Stage 2
Hot


Stage 3
Warm


Stage 4
Cool


Stage 5
Cold


Stage 6
Arctic cold




Wind


Stage 1
Calm


Stage 2
Moderate wind


Stage 3
Strong wind


Stage 4
Gale


Stage 5
Storm


Spell Lists. Cleric, Druid, Wizard












","['control', 'weather', 'source', 'players', 'handbook', '8thlevel', 'transmutation', 'casting', 'time', '10', 'minutes', 'range', 'self', '5mile', 'radius', 'components', 'v', 'burning', 'incense', 'bits', 'earth', 'wood', 'mixed', 'water', 'duration', 'concentration', '8', 'hours', 'take', 'control', 'weather', 'within', '5', 'miles', 'duration', 'must', 'outdoors', 'cast', 'spell', 'moving', 'place', 'don’t', 'clear', 'path', 'sky', 'ends', 'spell', 'early', 'cast', 'spell', 'change', 'current', 'weather', 'conditions', 'determined', 'dm', 'based', 'climate', 'season', 'change', 'precipitation', 'temperature', 'wind', 'takes', '1d4', 'x', '10', 'minutes', 'new', 'conditions', 'take', 'effect', 'change', 'conditions', 'spell', 'ends', 'weather', 'gradually', 'returns', 'normal', 'change', 'weather', 'conditions', 'find', 'current', 'condition', 'following', 'tables', 'change', 'stage', 'one', 'changing', 'wind', 'change', 'direction', 'precipitation', 'stage', '1', 'clear', 'stage', '2', 'light', 'clouds', 'stage', '3', 'overcast', 'ground', 'fog', 'stage', '4', 'rain', 'hail', 'snow', 'stage', '5', 'torrential', 'rain', 'driving', 'hail', 'blizzard', 'temperature', 'stage', '1', 'unbearable', 'heat', 'stage', '2', 'hot', 'stage', '3', 'warm', 'stage', '4', 'cool', 'stage', '5', 'cold', 'stage', '6', 'arctic', 'cold', 'wind', 'stage', '1', 'calm', 'stage', '2', 'moderate', 'wind', 'stage', '3', 'strong', 'wind', 'stage', '4', 'gale', 'stage', '5', 'storm', 'spell', 'lists', 'cleric', 'druid', 'wizard']"
dark-star,"
Dark Star







Source: Explorer's Guide to Wildemount
8th-level evocation (dunamancy:graviturgy)
Casting Time: 1 action
Range: 150 feet
Components: V, S, M (a shard of onyx and a drop of the caster's blood, both of which the spell consumes)
Duration: Concentration, up to 1 minute
This spell creates a sphere centered on a point you choose within range. The sphere can have a radius of up to 40 feet. The area within this sphere is filled with magical darkness and crushing gravitational force.
For the duration, the spell's area is difficult terrain. A creature with darkvision can't see through the magical darkness, and nonmagical light can't illuminate it. No sound can be created within or pass through the area. Any creature or object entirely inside the sphere is immune to thunder damage, and creatures are deafened while entirely inside it. Casting a spell that includes a verbal component is impossible there.
Any creature that enters the spell's area for the first time on a turn or starts its turn there must make a Constitution saving throw. The creature takes 8d10 force damage on a failed save or half as much damage on a successful save. A creature reduced to 0 hit points by this damage is disintegrated. A disintegrated creature and everything it is wearing and carrying, except magic items, are reduced to a pile of fine gray dust.
Spell Lists. Wizard












","['dark', 'star', 'source', 'explorers', 'guide', 'wildemount', '8thlevel', 'evocation', 'dunamancygraviturgy', 'casting', 'time', '1', 'action', 'range', '150', 'feet', 'components', 'v', 'shard', 'onyx', 'drop', 'casters', 'blood', 'spell', 'consumes', 'duration', 'concentration', '1', 'minute', 'spell', 'creates', 'sphere', 'centered', 'point', 'choose', 'within', 'range', 'sphere', 'radius', '40', 'feet', 'area', 'within', 'sphere', 'filled', 'magical', 'darkness', 'crushing', 'gravitational', 'force', 'duration', 'spells', 'area', 'difficult', 'terrain', 'creature', 'darkvision', 'cant', 'see', 'magical', 'darkness', 'nonmagical', 'light', 'cant', 'illuminate', 'sound', 'created', 'within', 'pass', 'area', 'creature', 'object', 'entirely', 'inside', 'sphere', 'immune', 'thunder', 'damage', 'creatures', 'deafened', 'entirely', 'inside', 'casting', 'spell', 'includes', 'verbal', 'component', 'impossible', 'creature', 'enters', 'spells', 'area', 'first', 'time', 'turn', 'starts', 'turn', 'must', 'make', 'constitution', 'saving', 'throw', 'creature', 'takes', '8d10', 'force', 'damage', 'failed', 'save', 'half', 'much', 'damage', 'successful', 'save', 'creature', 'reduced', '0', 'hit', 'points', 'damage', 'disintegrated', 'disintegrated', 'creature', 'everything', 'wearing', 'carrying', 'except', 'magic', 'items', 'reduced', 'pile', 'fine', 'gray', 'dust', 'spell', 'lists', 'wizard']"
demiplane,"
Demiplane







Source: Player's Handbook
8th-level conjuration
Casting Time: 1 action
Range: 60 feet
Components: S
Duration: 1 hour
You create a shadowy door on a flat solid surface that you can see within range. The door is large enough to allow Medium creatures to pass through unhindered. When opened, the door leads to a demiplane that appears to be an empty room 30 feet in each dimension, made of wood or stone. When the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side.
Each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. Additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.
Spell Lists. Sorcerer (Optional), Warlock, Wizard












","['demiplane', 'source', 'players', 'handbook', '8thlevel', 'conjuration', 'casting', 'time', '1', 'action', 'range', '60', 'feet', 'components', 'duration', '1', 'hour', 'create', 'shadowy', 'door', 'flat', 'solid', 'surface', 'see', 'within', 'range', 'door', 'large', 'enough', 'allow', 'medium', 'creatures', 'pass', 'unhindered', 'opened', 'door', 'leads', 'demiplane', 'appears', 'empty', 'room', '30', 'feet', 'dimension', 'made', 'wood', 'stone', 'spell', 'ends', 'door', 'disappears', 'creatures', 'objects', 'inside', 'demiplane', 'remain', 'trapped', 'door', 'also', 'disappears', 'side', 'time', 'cast', 'spell', 'create', 'new', 'demiplane', 'shadowy', 'door', 'connect', 'demiplane', 'created', 'previous', 'casting', 'spell', 'additionally', 'know', 'nature', 'contents', 'demiplane', 'created', 'casting', 'spell', 'another', 'creature', 'shadowy', 'door', 'connect', 'demiplane', 'instead', 'spell', 'lists', 'sorcerer', 'optional', 'warlock', 'wizard']"
dominate-monster,"
Dominate Monster







Source: Player's Handbook
8th-level enchantment
Casting Time: 1 action
Range: 60 feet
Components: V, S
Duration: Concentration, up to 1 hour
You attempt to beguile a creature that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.
While the creature is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as ""Attack that creature,"" ""Run over there,"" or ""Fetch that object."" If the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability.
You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.
Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.
At Higher Levels. When you cast this spell with a 9th-level spell slot, the duration is concentration, up to 8 hours.
Spell Lists. Bard, Sorcerer, Warlock, Wizard












","['dominate', 'monster', 'source', 'players', 'handbook', '8thlevel', 'enchantment', 'casting', 'time', '1', 'action', 'range', '60', 'feet', 'components', 'v', 'duration', 'concentration', '1', 'hour', 'attempt', 'beguile', 'creature', 'see', 'within', 'range', 'must', 'succeed', 'wisdom', 'saving', 'throw', 'charmed', 'duration', 'creatures', 'friendly', 'fighting', 'advantage', 'saving', 'throw', 'creature', 'charmed', 'telepathic', 'link', 'long', 'two', 'plane', 'existence', 'use', 'telepathic', 'link', 'issue', 'commands', 'creature', 'conscious', 'action', 'required', 'best', 'obey', 'specify', 'simple', 'general', 'course', 'action', 'attack', 'creature', 'run', 'fetch', 'object', 'creature', 'completes', 'order', 'doesn’t', 'receive', 'direction', 'defends', 'preserves', 'best', 'ability', 'use', 'action', 'take', 'total', 'precise', 'control', 'target', 'end', 'next', 'turn', 'creature', 'takes', 'actions', 'choose', 'doesn’t', 'anything', 'don’t', 'allow', 'time', 'also', 'cause', 'creature', 'use', 'reaction', 'requires', 'use', 'reaction', 'well', 'time', 'target', 'takes', 'damage', 'makes', 'new', 'wisdom', 'saving', 'throw', 'spell', 'saving', 'throw', 'succeeds', 'spell', 'ends', 'higher', 'levels', 'cast', 'spell', '9thlevel', 'spell', 'slot', 'duration', 'concentration', '8', 'hours', 'spell', 'lists', 'bard', 'sorcerer', 'warlock', 'wizard']"
earthquake,"
Earthquake







Source: Player's Handbook
8th-level evocation
Casting Time: 1 action
Range: 500 feet
Components: V, S, M (a pinch of dirt, a piece of rock, and a lump of clay)
Duration: Concentration, up to 1 minute
You create a seismic disturbance at a point on the ground that you can see within range. For the duration, an intense tremor rips through the ground in a 100-foot-radius circle centered on that point and shakes creatures and structures in contact with the ground in that area.
The ground in the area becomes difficult terrain. Each creature on the ground that is concentrating must make a Constitution saving throw. On a failed save, the creature’s concentration is broken.
When you cast this spell and at the end of each turn you spend concentrating on it, each creature on the ground in the area must make a Dexterity saving throw. On a failed save, the creature is knocked prone.
This spell can have additional effects depending on the terrain in the area, as determined by the DM.

Fissures. Fissures open throughout the spell’s area at the start of your next turn after you cast the spell. A total of 1d6 such fissures open in locations chosen by the DM. Each is 1d10 x 10 feet deep, 10 feet wide, and extends from one edge of the spell’s area to the opposite side. A creature standing on a spot where a fissure opens must succeed on a Dexterity saving throw or fall in. A creature that successfully saves moves with the fissure’s edge as it opens.

A fissure that opens beneath a structure causes it to automatically collapse (see below).


Structures. The tremor deals 50 bludgeoning damage to any structure in contact with the ground in the area when you cast the spell and at the start of each of your turns until the spell ends. If a structure drops to 0 hit points, it collapses and potentially damages nearby creatures. A creature within half the distance of a structure’s height must make a Dexterity saving throw. On a failed save, the creature takes 5d6 bludgeoning damage, is knocked prone, and is buried in the rubble, requiring a DC 20 Strength (Athletics) check as an action to escape. The DM can adjust the DC higher or lower, depending on the nature of the rubble. On a successful save, the creature takes half as much damage and doesn’t fall prone or become buried.

Spell Lists. Cleric, Druid, Sorcerer












","['earthquake', 'source', 'players', 'handbook', '8thlevel', 'evocation', 'casting', 'time', '1', 'action', 'range', '500', 'feet', 'components', 'v', 'pinch', 'dirt', 'piece', 'rock', 'lump', 'clay', 'duration', 'concentration', '1', 'minute', 'create', 'seismic', 'disturbance', 'point', 'ground', 'see', 'within', 'range', 'duration', 'intense', 'tremor', 'rips', 'ground', '100footradius', 'circle', 'centered', 'point', 'shakes', 'creatures', 'structures', 'contact', 'ground', 'area', 'ground', 'area', 'becomes', 'difficult', 'terrain', 'creature', 'ground', 'concentrating', 'must', 'make', 'constitution', 'saving', 'throw', 'failed', 'save', 'creature’s', 'concentration', 'broken', 'cast', 'spell', 'end', 'turn', 'spend', 'concentrating', 'creature', 'ground', 'area', 'must', 'make', 'dexterity', 'saving', 'throw', 'failed', 'save', 'creature', 'knocked', 'prone', 'spell', 'additional', 'effects', 'depending', 'terrain', 'area', 'determined', 'dm', 'fissures', 'fissures', 'open', 'throughout', 'spell’s', 'area', 'start', 'next', 'turn', 'cast', 'spell', 'total', '1d6', 'fissures', 'open', 'locations', 'chosen', 'dm', '1d10', 'x', '10', 'feet', 'deep', '10', 'feet', 'wide', 'extends', 'one', 'edge', 'spell’s', 'area', 'opposite', 'side', 'creature', 'standing', 'spot', 'fissure', 'opens', 'must', 'succeed', 'dexterity', 'saving', 'throw', 'fall', 'creature', 'successfully', 'saves', 'moves', 'fissure’s', 'edge', 'opens', 'fissure', 'opens', 'beneath', 'structure', 'causes', 'automatically', 'collapse', 'see', 'structures', 'tremor', 'deals', '50', 'bludgeoning', 'damage', 'structure', 'contact', 'ground', 'area', 'cast', 'spell', 'start', 'turns', 'spell', 'ends', 'structure', 'drops', '0', 'hit', 'points', 'collapses', 'potentially', 'damages', 'nearby', 'creatures', 'creature', 'within', 'half', 'distance', 'structure’s', 'height', 'must', 'make', 'dexterity', 'saving', 'throw', 'failed', 'save', 'creature', 'takes', '5d6', 'bludgeoning', 'damage', 'knocked', 'prone', 'buried', 'rubble', 'requiring', 'dc', '20', 'strength', 'athletics', 'check', 'action', 'escape', 'dm', 'adjust', 'dc', 'higher', 'lower', 'depending', 'nature', 'rubble', 'successful', 'save', 'creature', 'takes', 'half', 'much', 'damage', 'doesn’t', 'fall', 'prone', 'become', 'buried', 'spell', 'lists', 'cleric', 'druid', 'sorcerer']"
feeblemind,"
Feeblemind







Source: Player's Handbook
8th-level enchantment
Casting Time: 1 action
Range: 150 feet
Components: V, S, M (a handful of clay, crystal, glass, or mineral spheres)
Duration: Instantaneous
You blast the mind of a creature that you can see within range, attempting to shatter its intellect and personality. The target takes 4d6 psychic damage and must make an Intelligence saving throw.
On a failed save, the creature’s Intelligence and Charisma scores become 1. The creature can’t cast spells, activate magic items, understand language, or communicate in any intelligible way. The creature can, however, identify its friends, follow them, and even protect them.
At the end of every 30 days, the creature can repeat its saving throw against this spell. If it succeeds on its saving throw, the spell ends. The spell can also be ended by Greater Restoration, Heal, or Wish.
Spell Lists. Bard, Druid, Warlock, Wizard












","['feeblemind', 'source', 'players', 'handbook', '8thlevel', 'enchantment', 'casting', 'time', '1', 'action', 'range', '150', 'feet', 'components', 'v', 'handful', 'clay', 'crystal', 'glass', 'mineral', 'spheres', 'duration', 'instantaneous', 'blast', 'mind', 'creature', 'see', 'within', 'range', 'attempting', 'shatter', 'intellect', 'personality', 'target', 'takes', '4d6', 'psychic', 'damage', 'must', 'make', 'intelligence', 'saving', 'throw', 'failed', 'save', 'creature’s', 'intelligence', 'charisma', 'scores', 'become', '1', 'creature', 'can’t', 'cast', 'spells', 'activate', 'magic', 'items', 'understand', 'language', 'communicate', 'intelligible', 'way', 'creature', 'however', 'identify', 'friends', 'follow', 'even', 'protect', 'end', 'every', '30', 'days', 'creature', 'repeat', 'saving', 'throw', 'spell', 'succeeds', 'saving', 'throw', 'spell', 'ends', 'spell', 'also', 'ended', 'greater', 'restoration', 'heal', 'wish', 'spell', 'lists', 'bard', 'druid', 'warlock', 'wizard']"
glibness,"
Glibness







Source: Player's Handbook
8th-level transmutation
Casting Time: 1 action
Range: Self
Components: V
Duration: 1 hour
Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.
Spell Lists. Bard, Warlock












","['glibness', 'source', 'players', 'handbook', '8thlevel', 'transmutation', 'casting', 'time', '1', 'action', 'range', 'self', 'components', 'v', 'duration', '1', 'hour', 'spell', 'ends', 'make', 'charisma', 'check', 'replace', 'number', 'roll', '15', 'additionally', 'matter', 'say', 'magic', 'would', 'determine', 'telling', 'truth', 'indicates', 'truthful', 'spell', 'lists', 'bard', 'warlock']"
holy-aura,"
Holy Aura







Source: Player's Handbook
8th-level abjuration
Casting Time: 1 action
Range: Self
Components: V, S, M (a tiny reliquary worth at least 1,000 gp containing a sacred relic, such as a scrap of cloth from a saint’s robe or a piece of parchment from a religious text)
Duration: Concentration, up to 1 minute
Divine light washes out from you and coalesces in a soft radiance in a 30-foot radius around you. Creatures of your choice in that radius when you cast this spell shed dim light in a 5-foot radius and have advantage on all saving throws, and other creatures have disadvantage on attack rolls against them until the spell ends. In addition, when a fiend or an undead hits an affected creature with a melee attack, the aura flashes with brilliant light. The attacker must succeed on a Constitution saving throw or be blinded until the spell ends.
Spell Lists. Cleric












","['holy', 'aura', 'source', 'players', 'handbook', '8thlevel', 'abjuration', 'casting', 'time', '1', 'action', 'range', 'self', 'components', 'v', 'tiny', 'reliquary', 'worth', 'least', '1000', 'gp', 'containing', 'sacred', 'relic', 'scrap', 'cloth', 'saint’s', 'robe', 'piece', 'parchment', 'religious', 'text', 'duration', 'concentration', '1', 'minute', 'divine', 'light', 'washes', 'coalesces', 'soft', 'radiance', '30foot', 'radius', 'around', 'creatures', 'choice', 'radius', 'cast', 'spell', 'shed', 'dim', 'light', '5foot', 'radius', 'advantage', 'saving', 'throws', 'creatures', 'disadvantage', 'attack', 'rolls', 'spell', 'ends', 'addition', 'fiend', 'undead', 'hits', 'affected', 'creature', 'melee', 'attack', 'aura', 'flashes', 'brilliant', 'light', 'attacker', 'must', 'succeed', 'constitution', 'saving', 'throw', 'blinded', 'spell', 'ends', 'spell', 'lists', 'cleric']"
illusory-dragon,"
Illusory Dragon







Source: Xanathar's Guide to Everything
8th-level illusion
Casting Time: 1 action
Range: 120 feet
Components: S
Duration: Concentration, up to 1 minute
By gathering threads of shadow material from the Shadowfell, you create a Huge shadowy dragon in an unoccupied space that you can see within range. The illusion lasts for the spell’s duration and occupies its space, as if it were a creature.
When the illusion appears, any of your enemies that can see it must succeed on a Wisdom saving throw or become frightened of it for 1 minute. If a frightened creature ends its turn in a location where it doesn’t have line of sight to the illusion, it can repeat the saving throw, ending the effect on itself on a success.
As a bonus action on your turn, you can move the illusion up to 60 feet. At any point during its movement, you can cause it to exhale a blast of energy in a 60-foot cone originating from its space.
When you create the dragon, choose a damage type: acid, cold, fire, lightning, necrotic, or poison. Each creature in the cone must make an Intelligence saving throw, taking 7d6 damage of the chosen damage type on a failed save, or half as much damage on a successful one.
The illusion is tangible because of the shadow stuff used to create it, but attacks miss it automatically. it succeeds on all saving throws, and it is immune to all damage and conditions. A creature that uses an action to examine the dragon can determine that it is an illusion by succeeding on an Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through it and has advantage on saving throws against its breath.
Spell Lists. Wizard












","['illusory', 'dragon', 'source', 'xanathars', 'guide', 'everything', '8thlevel', 'illusion', 'casting', 'time', '1', 'action', 'range', '120', 'feet', 'components', 'duration', 'concentration', '1', 'minute', 'gathering', 'threads', 'shadow', 'material', 'shadowfell', 'create', 'huge', 'shadowy', 'dragon', 'unoccupied', 'space', 'see', 'within', 'range', 'illusion', 'lasts', 'spell’s', 'duration', 'occupies', 'space', 'creature', 'illusion', 'appears', 'enemies', 'see', 'must', 'succeed', 'wisdom', 'saving', 'throw', 'become', 'frightened', '1', 'minute', 'frightened', 'creature', 'ends', 'turn', 'location', 'doesn’t', 'line', 'sight', 'illusion', 'repeat', 'saving', 'throw', 'ending', 'effect', 'success', 'bonus', 'action', 'turn', 'move', 'illusion', '60', 'feet', 'point', 'movement', 'cause', 'exhale', 'blast', 'energy', '60foot', 'cone', 'originating', 'space', 'create', 'dragon', 'choose', 'damage', 'type', 'acid', 'cold', 'fire', 'lightning', 'necrotic', 'poison', 'creature', 'cone', 'must', 'make', 'intelligence', 'saving', 'throw', 'taking', '7d6', 'damage', 'chosen', 'damage', 'type', 'failed', 'save', 'half', 'much', 'damage', 'successful', 'one', 'illusion', 'tangible', 'shadow', 'stuff', 'used', 'create', 'attacks', 'miss', 'automatically', 'succeeds', 'saving', 'throws', 'immune', 'damage', 'conditions', 'creature', 'uses', 'action', 'examine', 'dragon', 'determine', 'illusion', 'succeeding', 'intelligence', 'investigation', 'check', 'spell', 'save', 'dc', 'creature', 'discerns', 'illusion', 'creature', 'see', 'advantage', 'saving', 'throws', 'breath', 'spell', 'lists', 'wizard']"
incendiary-cloud,"
Incendiary Cloud







Source: Player's Handbook
8th-level conjuration
Casting Time: 1 action
Range: 150 feet
Components: V, S
Duration: Concentration, up to 1 minute
A swirling cloud of smoke shot through with white-hot embers appears in a 20-foot-radius sphere centered on a point within range. The cloud spreads around corners and is heavily obscured. It lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.
When the cloud appears, each creature in it must make a Dexterity saving throw. A creature takes 10d8 fire damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell’s area for the first time on a turn or ends its turn there.
The cloud moves 10 feet directly away from you in a direction that you choose at the start of each of your turns.
Spell Lists. Druid (Optional), Sorcerer, Wizard












","['incendiary', 'cloud', 'source', 'players', 'handbook', '8thlevel', 'conjuration', 'casting', 'time', '1', 'action', 'range', '150', 'feet', 'components', 'v', 'duration', 'concentration', '1', 'minute', 'swirling', 'cloud', 'smoke', 'shot', 'whitehot', 'embers', 'appears', '20footradius', 'sphere', 'centered', 'point', 'within', 'range', 'cloud', 'spreads', 'around', 'corners', 'heavily', 'obscured', 'lasts', 'duration', 'wind', 'moderate', 'greater', 'speed', 'least', '10', 'miles', 'per', 'hour', 'disperses', 'cloud', 'appears', 'creature', 'must', 'make', 'dexterity', 'saving', 'throw', 'creature', 'takes', '10d8', 'fire', 'damage', 'failed', 'save', 'half', 'much', 'damage', 'successful', 'one', 'creature', 'must', 'also', 'make', 'saving', 'throw', 'enters', 'spell’s', 'area', 'first', 'time', 'turn', 'ends', 'turn', 'cloud', 'moves', '10', 'feet', 'directly', 'away', 'direction', 'choose', 'start', 'turns', 'spell', 'lists', 'druid', 'optional', 'sorcerer', 'wizard']"
maddening-darkness,"
Maddening Darkness







Source: Xanathar's Guide to Everything
8th-level evocation
Casting Time: 1 action
Range: 150 feet
Components: V, M (a drop of pitch mixed with a drop of mercury)
Duration: Concentration, up to 10 minutes
Magical darkness spreads from a point you choose within range to fill a 60-foot-radius sphere until the spell ends. The darkness spreads around corners. A creature with darkvision can’t see through this darkness. Nonmagical light, as well as light created by spells of 8th level or lower, can't illuminate the area. Shrieks, gibbering, and mad laughter can be heard within the sphere. Whenever a creature starts its turn in the sphere, it must make a Wisdom saving throw, taking 8d8 psychic damage on a failed save, or half as much damage on a successful one.
Spell Lists. Warlock, Wizard












","['maddening', 'darkness', 'source', 'xanathars', 'guide', 'everything', '8thlevel', 'evocation', 'casting', 'time', '1', 'action', 'range', '150', 'feet', 'components', 'v', 'drop', 'pitch', 'mixed', 'drop', 'mercury', 'duration', 'concentration', '10', 'minutes', 'magical', 'darkness', 'spreads', 'point', 'choose', 'within', 'range', 'fill', '60footradius', 'sphere', 'spell', 'ends', 'darkness', 'spreads', 'around', 'corners', 'creature', 'darkvision', 'can’t', 'see', 'darkness', 'nonmagical', 'light', 'well', 'light', 'created', 'spells', '8th', 'level', 'lower', 'cant', 'illuminate', 'area', 'shrieks', 'gibbering', 'mad', 'laughter', 'heard', 'within', 'sphere', 'whenever', 'creature', 'starts', 'turn', 'sphere', 'must', 'make', 'wisdom', 'saving', 'throw', 'taking', '8d8', 'psychic', 'damage', 'failed', 'save', 'half', 'much', 'damage', 'successful', 'one', 'spell', 'lists', 'warlock', 'wizard']"
maze,"
Maze







Source: Player's Handbook
8th-level conjuration
Casting Time: 1 action
Range: 60 feet
Components: V, S
Duration: Concentration, up to 10 minutes
You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.
The target can use its action to attempt to escape. When it does so, it makes a DC 20 Intelligence check. If it succeeds, it escapes, and the spell ends (a minotaur or goristro demon automatically succeeds).
When the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.
Spell Lists. Wizard












","['maze', 'source', 'players', 'handbook', '8thlevel', 'conjuration', 'casting', 'time', '1', 'action', 'range', '60', 'feet', 'components', 'v', 'duration', 'concentration', '10', 'minutes', 'banish', 'creature', 'see', 'within', 'range', 'labyrinthine', 'demiplane', 'target', 'remains', 'duration', 'escapes', 'maze', 'target', 'use', 'action', 'attempt', 'escape', 'makes', 'dc', '20', 'intelligence', 'check', 'succeeds', 'escapes', 'spell', 'ends', 'minotaur', 'goristro', 'demon', 'automatically', 'succeeds', 'spell', 'ends', 'target', 'reappears', 'space', 'left', 'space', 'occupied', 'nearest', 'unoccupied', 'space', 'spell', 'lists', 'wizard']"
